order_item_id,order_id,product_id,seller_id,quantity,unit_price
84,49,61,95,1,124.1
85,49,399,35,1,98.73
86,50,16,20,1,79.93
87,51,15,122,1,179.44
88,51,70,66,1,21.55
89,52,267,63,1,269.84
90,53,324,155,1,129.32
91,53,47,129,1,37.52
92,54,314,151,1,35.74
93,54,399,35,3,98.73
94,54,69,114,1,38.02
95,54,436,101,1,297.96
96,55,18,170,1,34.7
97,56,49,65,1,206.13
98,57,235,168,3,1115.15
99,57,245,9,1,325.62
100,58,389,73,1,32.51
101,58,23,128,1,10.88
102,59,263,2,1,18.49
103,59,216,14,2,23.36
104,59,140,144,1,75.35
105,60,415,93,1,16.99
106,61,13,25,1,24.9
107,62,50,61,1,93.97
108,63,256,130,1,198.06
109,64,228,89,1,700.07
110,64,369,14,1,38.36
111,64,19,107,1,39.2
112,64,114,102,1,104.59
113,65,418,146,1,155.09
114,65,23,128,1,10.88
115,66,220,75,1,29.25
116,67,356,156,1,138.37
117,67,444,65,1,33.42
118,68,339,171,1,95.32
119,68,179,75,1,75.55
120,68,18,170,1,34.7
121,68,47,129,1,37.52
122,69,282,72,1,1088.23
123,70,391,23,1,124.64
124,70,60,38,1,115.27
125,71,379,163,1,80.06
126,71,146,2,2,22.46
127,72,296,29,1,296.81
128,72,47,129,1,37.52
129,73,383,119,1,1156.45
130,73,17,130,1,243.2
131,74,15,122,3,179.44
132,74,297,67,1,77.1
133,74,389,73,1,32.51
134,74,244,45,2,168.17
135,75,379,163,1,80.06
136,75,437,147,2,123.07
137,76,440,43,3,32.98
138,77,81,165,1,798.58
139,77,43,81,1,94.22
140,78,191,77,1,22.27
141,79,252,13,1,139.73
142,80,316,109,2,1494.94
143,81,325,31,1,61.74
144,81,303,60,1,15.96
145,82,446,86,2,662.04
146,83,283,38,1,28.91
147,84,103,53,1,21.2
148,85,242,13,1,399.72
149,85,48,171,1,334.16
150,85,448,113,1,31.27
151,86,96,51,1,59.74
152,86,303,60,1,15.96
153,86,90,152,1,1248.81
154,87,68,32,2,825.62
155,88,335,145,1,141.19
156,88,17,130,1,243.2
157,88,214,150,1,56.1
158,88,305,147,1,102.5
159,89,240,107,1,142.03
160,89,202,93,1,28.55
161,89,374,8,1,87.42
162,90,380,96,1,114.98
163,90,89,35,1,42.8
164,90,267,63,1,269.84
165,91,299,32,2,700.67
166,91,447,19,3,70.94
167,92,147,47,1,18.41
168,92,34,61,2,18.02
169,93,190,101,2,23.37
170,94,268,108,1,318.08
171,95,132,81,1,151.32
172,95,163,23,1,6.13
173,96,113,35,1,175.57
174,97,106,154,1,23.32
175,98,72,113,1,131.8
176,98,398,154,1,72.41
177,98,449,115,1,889.45
178,99,41,11,1,1447.49
179,100,272,114,1,243.05
180,101,275,112,1,26.37
181,102,131,133,2,100.77
182,102,68,32,1,825.62
183,102,316,109,1,1494.94
184,103,256,130,1,198.06
185,104,224,5,1,177.47
186,105,343,139,1,10.27
187,106,364,174,1,14.31
188,106,56,151,1,26.22
189,106,102,173,1,103.89
190,107,225,142,2,12.3
191,108,128,128,1,176.26
192,108,440,43,1,32.98
193,109,101,112,2,312.74
194,109,169,171,1,16.05
195,109,378,146,3,127.96
196,109,253,118,1,192.9
197,110,205,49,1,205.34
198,110,71,77,3,22.88
199,111,90,152,2,1248.81
200,111,433,12,1,355.26
201,112,108,105,1,161.61
202,113,196,28,1,679.01
203,113,33,42,2,421.85
204,113,273,133,1,1136.88
205,114,76,109,1,105.83
206,115,119,156,1,113.02
207,116,213,121,1,13.73
208,117,363,40,1,52.95
209,117,13,25,3,24.9
210,118,297,67,1,77.1
211,118,266,107,2,57.29
212,118,116,153,2,42.15
213,119,92,47,1,50.25
214,120,57,96,1,284.35
215,121,283,38,1,28.91
216,122,65,62,2,416.83
217,123,148,64,2,117.56
218,124,335,145,2,141.19
219,124,77,42,2,107.79
220,124,232,176,1,15.55
221,125,205,49,1,205.34
222,125,385,1,1,26.13
223,125,431,71,1,11.69
224,125,371,130,1,163.24
225,126,323,95,3,369.85
226,127,388,55,1,898.48
227,128,180,123,1,52.06
228,128,39,8,1,62.8
229,128,309,117,1,16.27
230,128,37,112,1,177.48
231,129,42,6,1,20.51
232,129,235,168,1,1115.15
233,130,352,169,2,141.07
234,130,433,12,2,355.26
235,130,82,114,2,1196.98
236,130,200,155,1,1102.57
237,131,279,108,1,126.58
238,131,118,61,1,59.16
239,131,74,21,3,248.73
240,132,437,147,1,123.07
241,133,400,156,1,613.71
242,134,139,11,1,93.89
243,135,274,87,1,54.07
244,135,31,163,1,38.5
245,136,129,93,1,278.61
246,137,211,6,3,11.41
247,137,335,145,1,141.19
248,138,205,49,2,205.34
249,139,105,34,1,28.72
250,140,207,54,1,618.85
251,141,4,26,1,141.26
252,142,426,178,1,839.06
253,143,328,78,1,38.81
254,143,289,100,1,88.39
255,144,51,85,1,100.72
256,144,218,107,1,51.67
257,144,352,169,1,141.07
258,145,400,156,3,613.71
259,146,368,67,3,48.18
260,146,46,36,1,17.98
261,147,381,63,1,114.44
262,147,121,159,1,161.66
263,148,436,101,3,297.96
264,148,201,159,1,245.81
265,149,18,170,1,34.7
266,150,312,122,1,54.74
267,151,188,5,2,58.87
268,151,133,39,3,115.58
269,151,75,121,1,150.02
270,151,261,86,1,99.2
271,152,257,31,1,1312.76
272,152,27,134,1,304.73
273,153,166,40,1,224.87
274,153,365,84,1,9.71
275,153,152,28,2,33.97
276,154,198,44,1,814.5
277,155,206,179,1,1166.98
278,156,169,171,1,16.05
279,157,52,100,1,121.85
280,157,214,150,2,56.1
281,158,355,114,1,6.13
282,158,235,168,3,1115.15
283,159,14,18,1,174.26
284,160,224,5,1,177.47
285,160,242,13,1,399.72
286,160,243,67,2,46.06
287,161,115,99,1,107.73
288,162,152,28,1,33.97
289,163,88,116,2,60.01
290,163,181,176,1,182.04
291,164,429,173,1,1417.46
292,164,345,23,1,1305.63
293,165,153,8,1,30.0
294,165,17,130,1,243.2
295,165,154,169,1,74.58
296,165,7,94,1,291.13
297,166,226,107,1,1339.25
298,166,119,156,2,113.02
299,166,51,85,1,100.72
300,167,54,37,1,14.08
301,168,128,128,1,176.26
302,168,84,79,1,504.9
303,169,85,29,1,32.1
304,169,164,42,1,38.02
305,170,142,32,1,79.68
306,170,242,13,2,399.72
307,171,5,87,1,47.22
308,172,218,107,1,51.67
309,172,327,96,1,52.69
310,172,434,13,1,28.62
311,173,29,176,2,116.0
312,173,48,171,1,334.16
313,173,261,86,1,99.2
314,174,124,44,1,156.09
315,174,297,67,3,77.1
316,174,134,163,1,1207.42
317,175,139,11,3,93.89
318,175,315,68,1,37.14
319,175,412,92,2,327.69
320,175,290,33,1,80.47
321,176,93,147,2,17.35
322,176,82,114,1,1196.98
323,176,331,73,1,72.52
324,177,142,32,1,79.68
325,178,313,95,3,104.76
326,178,4,26,1,141.26
327,178,242,13,1,399.72
328,178,196,28,1,679.01
329,179,163,23,1,6.13
330,180,62,166,1,1162.82
331,181,333,90,1,41.01
332,182,258,41,3,88.76
333,183,257,31,1,1312.76
334,183,54,37,2,14.08
335,183,132,81,1,151.32
336,184,103,53,1,21.2
337,184,423,67,1,187.71
338,184,305,147,2,102.5
339,184,216,14,1,23.36
340,185,373,142,2,87.34
341,185,346,7,1,87.94
342,186,76,109,1,105.83
343,186,66,80,1,40.14
344,187,306,97,2,80.35
345,187,240,107,1,142.03
346,188,6,87,3,291.61
347,189,26,145,1,44.96
348,189,241,78,1,54.6
349,190,271,175,1,154.28
350,191,98,154,1,19.31
351,192,163,23,1,6.13
352,193,175,132,1,462.75
353,194,381,63,1,114.44
354,194,415,93,1,16.99
355,194,159,165,1,396.91
356,195,155,69,1,911.6
357,196,24,120,1,43.85
358,197,386,70,1,123.59
359,198,264,88,1,64.48
360,199,34,61,1,18.02
361,200,384,75,2,27.16
362,201,238,124,1,237.19
363,201,99,95,2,33.82
364,202,388,55,1,898.48
365,202,80,178,2,15.2
366,203,11,103,2,32.77
367,203,374,8,1,87.42
368,204,305,147,1,102.5
369,205,291,73,1,97.29
370,205,36,80,1,44.45
371,205,397,83,1,545.36
372,205,365,84,1,9.71
373,206,371,130,3,163.24
374,206,273,133,1,1136.88
375,207,189,119,1,310.35
376,207,160,19,1,692.81
377,207,205,49,1,205.34
378,208,431,71,2,11.69
379,209,296,29,1,296.81
380,209,259,114,1,115.48
381,209,217,162,1,128.67
382,210,239,41,1,56.49
383,211,283,38,2,28.91
384,212,394,82,1,355.31
385,213,112,118,1,174.32
386,214,184,132,1,200.55
387,215,286,114,1,1061.33
388,215,418,146,2,155.09
389,215,400,156,1,613.71
390,216,118,61,1,59.16
391,217,61,95,2,124.1
392,218,424,134,1,66.96
393,218,100,31,1,3.52
394,218,272,114,1,243.05
395,219,197,2,1,522.33
396,220,152,28,2,33.97
397,221,212,180,1,97.37
398,222,159,165,1,396.91
399,222,189,119,1,310.35
400,223,262,52,1,71.48
401,224,99,95,1,33.82
402,225,386,70,1,123.59
403,225,332,126,3,5.3
404,226,199,178,2,86.97
405,226,264,88,1,64.48
406,226,449,115,1,889.45
407,227,399,35,1,98.73
408,227,386,70,1,123.59
409,228,168,176,1,185.02
410,228,143,73,1,20.36
411,228,425,50,3,255.82
412,228,10,13,1,96.22
413,229,133,39,1,115.58
414,230,70,66,1,21.55
415,231,329,37,1,239.2
416,231,358,88,1,569.46
417,231,411,6,1,114.97
418,232,407,154,1,24.69
419,233,291,73,1,97.29
420,234,161,98,1,6.42
421,234,362,37,1,62.97
422,235,326,11,1,161.61
423,235,347,80,1,86.35
424,236,39,8,1,62.8
425,236,26,145,3,44.96
426,237,35,39,1,36.87
427,238,404,167,1,162.41
428,239,231,60,1,106.45
429,239,230,50,2,73.04
430,240,375,5,1,27.88
431,240,365,84,1,9.71
432,240,178,162,1,264.18
433,241,323,95,1,369.85
434,241,322,9,1,151.83
435,242,81,165,1,798.58
436,243,403,138,1,9.46
437,244,388,55,2,898.48
438,245,58,82,1,86.4
439,245,159,165,1,396.91
440,246,344,114,1,1117.07
441,247,31,163,1,38.5
442,247,358,88,1,569.46
443,248,399,35,3,98.73
444,249,325,31,1,61.74
445,249,245,9,1,325.62
446,249,20,132,1,19.77
447,249,398,154,1,72.41
448,250,396,116,1,44.59
449,250,369,14,1,38.36
450,251,37,112,1,177.48
451,251,384,75,1,27.16
452,251,36,80,1,44.45
453,252,381,63,1,114.44
454,252,50,61,1,93.97
455,253,308,50,3,33.45
456,254,325,31,1,61.74
457,254,56,151,1,26.22
458,254,68,32,1,825.62
459,255,143,73,1,20.36
460,255,231,60,1,106.45
461,256,164,42,1,38.02
462,257,412,92,1,327.69
463,258,16,20,1,79.93
464,259,417,164,1,38.67
465,259,161,98,1,6.42
466,260,167,111,2,149.82
467,261,276,170,1,1113.22
468,262,258,41,1,88.76
469,262,305,147,1,102.5
470,262,122,172,2,25.4
471,263,128,128,1,176.26
472,264,434,13,1,28.62
473,265,37,112,2,177.48
474,265,332,126,1,5.3
475,266,158,146,2,19.87
476,267,298,32,1,10.49
477,267,206,179,1,1166.98
478,268,285,160,1,318.51
479,269,411,6,1,114.97
480,269,177,40,1,1399.47
481,270,419,142,2,50.85
482,270,441,161,3,97.54
483,271,109,75,1,1173.26
484,272,289,100,2,88.39
485,273,360,98,3,34.58
486,274,29,176,1,116.0
487,275,21,47,2,354.15
488,275,334,107,1,618.92
489,275,121,159,1,161.66
490,276,330,108,1,4.8
491,277,251,132,1,92.62
492,277,73,105,1,1194.51
493,277,45,169,1,1334.29
494,278,21,47,1,354.15
495,279,345,23,1,1305.63
496,280,292,142,1,135.22
497,281,356,156,2,138.37
498,282,89,35,2,42.8
499,283,63,9,1,34.13
500,283,319,125,1,146.56
501,283,192,117,1,114.82
502,283,171,100,2,100.52
503,284,423,67,1,187.71
504,284,374,8,1,87.42
505,285,331,73,1,72.52
506,286,385,1,1,26.13
507,287,106,154,1,23.32
508,287,389,73,1,32.51
509,288,389,73,1,32.51
510,289,49,65,1,206.13
511,290,159,165,3,396.91
512,290,411,6,1,114.97
513,291,437,147,1,123.07
514,291,86,167,1,308.82
515,292,86,167,2,308.82
516,292,363,40,1,52.95
517,293,154,169,1,74.58
518,293,142,32,1,79.68
519,293,14,18,1,174.26
520,293,58,82,2,86.4
521,294,287,104,2,1174.33
522,295,373,142,3,87.34
523,295,399,35,3,98.73
524,296,301,149,2,53.08
525,296,47,129,1,37.52
526,297,190,101,2,23.37
527,298,424,134,1,66.96
528,298,331,73,1,72.52
529,299,293,163,1,23.4
530,300,420,145,1,102.47
531,300,37,112,1,177.48
532,301,87,176,1,18.18
533,301,97,13,1,89.19
534,302,362,37,1,62.97
535,302,264,88,1,64.48
536,302,229,6,1,13.87
537,303,435,137,1,29.69
538,304,282,72,1,1088.23
539,304,384,75,1,27.16
540,304,198,44,1,814.5
541,305,259,114,3,115.48
542,305,426,178,1,839.06
543,305,54,37,1,14.08
544,306,62,166,1,1162.82
545,307,241,78,1,54.6
546,308,279,108,2,126.58
547,309,283,38,1,28.91
548,310,35,39,1,36.87
549,310,151,32,1,621.55
550,310,383,119,1,1156.45
551,310,361,26,1,85.85
552,311,304,171,3,237.59
553,312,340,84,1,17.95
554,313,57,96,1,284.35
555,313,393,111,1,71.15
556,314,197,2,1,522.33
557,315,220,75,3,29.25
558,316,338,130,1,132.75
559,317,209,138,2,326.83
560,317,357,12,1,21.18
561,318,30,106,1,22.53
562,319,305,147,1,102.5
563,320,235,168,1,1115.15
564,320,63,9,1,34.13
565,320,409,119,1,61.87
566,321,287,104,1,1174.33
567,322,288,22,1,20.72
568,323,102,173,1,103.89
569,324,186,146,2,1228.6
570,325,219,149,2,91.4
571,326,261,86,1,99.2
572,327,242,13,1,399.72
573,327,429,173,1,1417.46
574,328,92,47,1,50.25
575,329,243,67,1,46.06
576,330,206,179,2,1166.98
577,331,157,160,2,1428.8
578,332,161,98,1,6.42
579,332,77,42,1,107.79
580,332,338,130,1,132.75
581,332,332,126,1,5.3
582,333,213,121,2,13.73
583,333,70,66,1,21.55
584,334,4,26,1,141.26
585,334,57,96,1,284.35
586,335,171,100,1,100.52
587,336,439,20,1,55.43
588,337,271,175,3,154.28
589,338,16,20,1,79.93
590,338,89,35,1,42.8
591,339,375,5,1,27.88
592,340,41,11,1,1447.49
593,341,13,25,1,24.9
594,341,413,161,2,14.22
595,342,114,102,3,104.59
596,342,291,73,1,97.29
597,343,45,169,1,1334.29
598,343,90,152,1,1248.81
599,344,303,60,1,15.96
600,344,171,100,1,100.52
601,345,72,113,1,131.8
602,345,59,175,3,56.81
603,346,371,130,1,163.24
604,347,230,50,1,73.04
605,347,58,82,1,86.4
606,348,272,114,1,243.05
607,348,22,133,1,1300.93
608,349,130,68,1,187.75
609,349,156,85,1,1166.14
610,350,282,72,2,1088.23
611,350,113,35,1,175.57
612,351,233,169,2,20.33
613,351,261,86,1,99.2
614,352,315,68,1,37.14
615,353,237,177,3,227.28
616,353,229,6,1,13.87
617,354,222,157,2,140.62
618,355,216,14,1,23.36
619,355,318,42,2,12.94
620,355,379,163,1,80.06
621,356,27,134,1,304.73
622,356,99,95,1,33.82
623,357,352,169,1,141.07
624,358,365,84,1,9.71
625,359,218,107,1,51.67
626,360,273,133,1,1136.88
627,361,354,63,1,75.52
628,361,417,164,1,38.67
629,361,394,82,1,355.31
630,362,375,5,2,27.88
631,362,146,2,2,22.46
632,363,104,74,1,226.47
633,364,150,73,1,843.07
634,364,44,105,1,135.55
635,364,131,133,1,100.77
636,365,156,85,1,1166.14
637,365,363,40,1,52.95
638,365,194,48,2,29.27
639,365,420,145,2,102.47
640,366,422,33,1,30.6
641,367,61,95,1,124.1
642,368,185,106,1,10.2
643,368,258,41,1,88.76
644,369,81,165,1,798.58
645,370,312,122,1,54.74
646,371,63,9,1,34.13
647,371,155,69,1,911.6
648,371,239,41,1,56.49
649,372,72,113,1,131.8
650,373,383,119,2,1156.45
651,374,345,23,1,1305.63
652,374,124,44,1,156.09
653,374,81,165,1,798.58
654,374,257,31,2,1312.76
655,375,324,155,1,129.32
656,375,13,25,1,24.9
657,375,447,19,1,70.94
658,375,342,60,1,54.51
659,376,186,146,1,1228.6
660,377,37,112,1,177.48
661,378,198,44,1,814.5
662,379,159,165,2,396.91
663,379,301,149,1,53.08
664,380,39,8,1,62.8
665,381,295,78,1,66.75
666,382,231,60,1,106.45
667,383,299,32,1,700.67
668,383,289,100,1,88.39
669,384,349,159,2,51.06
670,385,352,169,1,141.07
671,385,259,114,1,115.48
672,386,399,35,1,98.73
673,387,360,98,2,34.58
674,387,112,118,1,174.32
675,387,382,143,1,29.85
676,387,215,146,1,250.54
677,388,102,173,1,103.89
678,388,168,176,1,185.02
679,389,370,151,1,11.75
680,389,414,57,1,38.97
681,390,340,84,1,17.95
682,391,105,34,1,28.72
683,391,131,133,2,100.77
684,391,401,173,1,274.36
685,391,25,137,1,1222.95
686,392,402,179,1,285.77
687,393,205,49,1,205.34
688,393,122,172,1,25.4
689,394,15,122,1,179.44
690,394,175,132,1,462.75
691,395,105,34,1,28.72
692,395,331,73,1,72.52
693,396,11,103,1,32.77
694,397,212,180,1,97.37
695,398,369,14,1,38.36
696,399,316,109,1,1494.94
697,400,15,122,1,179.44
698,400,256,130,1,198.06
699,401,212,180,1,97.37
700,401,431,71,1,11.69
701,401,276,170,3,1113.22
702,401,125,120,1,20.17
703,402,409,119,3,61.87
704,402,264,88,1,64.48
705,402,334,107,1,618.92
706,403,300,2,1,19.77
707,403,113,35,1,175.57
708,404,160,19,1,692.81
709,404,182,134,1,41.36
710,405,190,101,1,23.37
711,406,207,54,1,618.85
712,407,306,97,1,80.35
713,408,116,153,1,42.15
714,409,126,136,1,54.79
715,410,239,41,1,56.49
716,411,386,70,3,123.59
717,412,185,106,1,10.2
718,412,241,78,1,54.6
719,413,362,37,1,62.97
720,413,65,62,1,416.83
721,414,143,73,1,20.36
722,414,385,1,1,26.13
723,415,41,11,1,1447.49
724,415,250,69,1,360.08
725,415,209,138,2,326.83
726,416,326,11,3,161.61
727,416,43,81,1,94.22
728,416,426,178,1,839.06
729,417,181,176,2,182.04
730,417,361,26,1,85.85
731,418,38,52,1,258.48
732,419,63,9,1,34.13
733,420,184,132,1,200.55
734,420,202,93,1,28.55
735,420,101,112,1,312.74
736,420,365,84,1,9.71
737,421,324,155,2,129.32
738,422,77,42,1,107.79
739,423,373,142,2,87.34
740,423,192,117,1,114.82
741,423,138,30,1,59.74
742,424,264,88,1,64.48
743,425,312,122,1,54.74
744,426,222,157,1,140.62
745,426,325,31,1,61.74
746,427,317,126,1,111.1
747,427,280,180,1,852.74
748,428,42,6,1,20.51
749,429,52,100,2,121.85
750,429,89,35,1,42.8
751,429,436,101,1,297.96
752,430,131,133,2,100.77
753,431,346,7,1,87.94
754,432,130,68,1,187.75
755,432,105,34,1,28.72
756,433,387,98,1,1498.9
757,433,193,160,2,163.49
758,434,130,68,1,187.75
759,435,39,8,1,62.8
760,436,245,9,1,325.62
761,437,418,146,1,155.09
762,437,217,162,1,128.67
763,438,238,124,2,237.19
764,439,154,169,1,74.58
765,440,90,152,1,1248.81
766,441,410,114,1,5.8
767,442,182,134,1,41.36
768,442,251,132,1,92.62
769,443,292,142,1,135.22
770,444,424,134,3,66.96
771,444,338,130,2,132.75
772,445,324,155,1,129.32
773,445,327,96,1,52.69
774,445,137,42,1,214.73
775,445,131,133,2,100.77
776,446,277,148,1,25.69
777,447,390,137,1,86.65
778,448,399,35,1,98.73
779,449,417,164,1,38.67
780,449,19,107,1,39.2
781,450,333,90,1,41.01
782,451,100,31,1,3.52
783,452,440,43,1,32.98
784,453,115,99,2,107.73
785,454,78,17,1,150.46
786,454,305,147,1,102.5
787,455,209,138,1,326.83
788,455,120,12,1,3.2
789,455,112,118,1,174.32
790,455,45,169,2,1334.29
791,456,344,114,2,1117.07
792,456,146,2,2,22.46
793,457,225,142,1,12.3
794,458,364,174,2,14.31
795,458,342,60,1,54.51
796,459,100,31,1,3.52
797,460,139,11,1,93.89
798,460,391,23,2,124.64
799,461,13,25,3,24.9
800,461,396,116,3,44.59
801,461,82,114,2,1196.98
802,461,258,41,1,88.76
803,462,337,156,3,24.26
804,463,201,159,1,245.81
805,464,30,106,1,22.53
806,464,65,62,1,416.83
807,465,48,171,1,334.16
808,466,322,9,1,151.83
809,467,76,109,2,105.83
810,467,264,88,1,64.48
811,468,263,2,1,18.49
812,469,156,85,2,1166.14
813,470,450,16,1,138.34
814,471,192,117,1,114.82
815,471,277,148,1,25.69
816,471,325,31,1,61.74
817,471,277,148,1,25.69
818,472,289,100,1,88.39
819,473,108,105,1,161.61
820,473,119,156,1,113.02
821,473,293,163,1,23.4
822,473,247,31,1,52.77
823,474,435,137,2,29.69
824,475,321,178,3,39.77
825,476,379,163,1,80.06
826,476,192,117,1,114.82
827,476,126,136,1,54.79
828,477,57,96,2,284.35
829,477,366,15,1,48.21
830,478,164,42,1,38.02
831,478,363,40,1,52.95
832,478,20,132,1,19.77
833,479,122,172,1,25.4
834,479,340,84,2,17.95
835,479,16,20,1,79.93
836,480,26,145,1,44.96
837,481,58,82,2,86.4
838,482,96,51,2,59.74
839,482,302,171,1,823.27
840,483,341,171,1,26.07
841,483,214,150,1,56.1
842,483,196,28,2,679.01
843,483,401,173,1,274.36
844,484,243,67,1,46.06
845,485,220,75,1,29.25
846,485,390,137,1,86.65
847,485,300,2,1,19.77
848,485,304,171,1,237.59
849,486,425,50,1,255.82
850,487,361,26,1,85.85
851,488,443,152,1,972.89
852,489,268,108,1,318.08
853,489,266,107,2,57.29
854,490,231,60,1,106.45
855,491,72,113,1,131.8
856,492,134,163,1,1207.42
857,493,414,57,1,38.97
858,493,13,25,1,24.9
859,493,241,78,1,54.6
860,494,1,121,1,90.26
861,495,60,38,1,115.27
862,495,406,91,3,146.09
863,495,396,116,1,44.59
864,496,371,130,1,163.24
865,497,136,47,1,8.05
866,498,288,22,1,20.72
867,498,375,5,1,27.88
868,498,237,177,1,227.28
869,499,133,39,1,115.58
870,500,401,173,1,274.36
871,501,226,107,1,1339.25
872,502,345,23,1,1305.63
873,503,242,13,2,399.72
874,503,178,162,3,264.18
875,504,426,178,1,839.06
876,504,107,174,2,64.92
877,505,4,26,1,141.26
878,505,61,95,1,124.1
879,506,293,163,1,23.4
880,506,195,155,1,46.3
881,506,152,28,2,33.97
882,507,409,119,2,61.87
883,508,181,176,2,182.04
884,508,417,164,2,38.67
885,509,203,173,1,62.27
886,509,376,173,1,6.76
887,509,194,48,1,29.27
888,510,276,170,1,1113.22
889,510,33,42,3,421.85
890,510,87,176,1,18.18
891,511,442,123,1,563.78
892,511,398,154,1,72.41
893,512,178,162,2,264.18
894,513,262,52,1,71.48
895,514,291,73,1,97.29
896,514,391,23,1,124.64
897,515,32,69,1,50.3
898,516,236,42,1,128.15
899,517,410,114,1,5.8
900,517,209,138,1,326.83
901,518,319,125,1,146.56
902,518,189,119,1,310.35
903,518,26,145,2,44.96
904,518,298,32,1,10.49
905,519,437,147,1,123.07
906,520,427,65,2,28.19
907,521,361,26,1,85.85
908,522,271,175,1,154.28
909,523,27,134,1,304.73
910,524,441,161,1,97.54
911,525,138,30,1,59.74
912,525,383,119,1,1156.45
913,525,415,93,1,16.99
914,526,300,2,1,19.77
915,527,276,170,1,1113.22
916,527,267,63,1,269.84
917,527,206,179,1,1166.98
918,528,367,82,3,29.94
919,528,74,21,1,248.73
920,529,216,14,1,23.36
921,529,192,117,1,114.82
922,530,183,13,1,23.39
923,531,369,14,1,38.36
924,532,277,148,1,25.69
925,533,197,2,1,522.33
926,534,302,171,1,823.27
927,534,427,65,1,28.19
928,534,32,69,3,50.3
929,535,192,117,1,114.82
930,536,385,1,1,26.13
931,537,235,168,1,1115.15
932,538,446,86,2,662.04
933,539,352,169,2,141.07
934,540,116,153,2,42.15
935,541,184,132,1,200.55
936,541,443,152,2,972.89
937,541,134,163,1,1207.42
938,542,298,32,1,10.49
939,543,194,48,1,29.27
940,543,246,111,1,18.11
941,544,176,174,1,52.6
942,545,368,67,1,48.18
943,545,44,105,1,135.55
944,546,59,175,1,56.81
945,547,411,6,1,114.97
946,548,99,95,2,33.82
947,548,57,96,1,284.35
948,548,11,103,1,32.77
949,548,405,172,1,578.6
950,549,252,13,2,139.73
951,549,197,2,1,522.33
952,550,432,120,1,205.8
953,551,193,160,2,163.49
954,552,102,173,2,103.89
955,553,249,12,1,93.56
956,553,61,95,1,124.1
957,553,358,88,2,569.46
958,554,107,174,1,64.92
959,554,432,120,1,205.8
960,555,406,91,1,146.09
961,556,448,113,1,31.27
962,556,373,142,1,87.34
963,556,446,86,1,662.04
964,556,56,151,1,26.22
965,557,133,39,1,115.58
966,557,120,12,1,3.2
967,557,399,35,1,98.73
968,558,260,26,1,39.32
969,558,357,12,1,21.18
970,559,223,60,1,145.72
971,559,421,145,1,9.49
972,559,258,41,1,88.76
973,559,96,51,2,59.74
974,560,114,102,2,104.59
975,561,163,23,1,6.13
976,561,336,97,1,59.65
977,562,108,105,1,161.61
978,562,120,12,1,3.2
979,563,25,137,2,1222.95
980,563,191,77,1,22.27
981,564,312,122,1,54.74
982,564,136,47,1,8.05
983,564,177,40,1,1399.47
984,565,38,52,1,258.48
985,566,139,11,1,93.89
986,567,425,50,1,255.82
987,567,368,67,1,48.18
988,567,298,32,1,10.49
989,567,281,81,1,273.68
990,568,295,78,1,66.75
